province,region,date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,showers_sum,precipitation_hours,relative_humidity_2m_mean,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,pressure_msl_mean,cloud_cover_mean,dew_point_2m_mean,snowfall_sum,et0_fao_evapotranspiration,latitude,longitude,sunshine_hours,daylight_hours,month,week,weather_code,wind_direction_10m_dominant,sunrise,sunset,season,uv_index_max,uv_index_clear_sky_max,precipitation_probability_max
Lai Châu,Trung du miền núi Bắc Bộ,2025-07-21,23.5,27.366666666666667,21.066666666666666,27.744444444444444,32.52222222222222,24.644444444444446,24.0,24.0,0.0,15.444444444444445,87.33333333333333,7.188888888888889,32.766666666666666,18.683333333333334,1000.4888888888888,98.33333333333333,21.12222222222222,0.0,3.7155555555555555,22.3964,103.458,9.174444444444443,13.306666666666667,7,30,65,24,1970-01-21 06:57:55.980000000,1970-01-21 06:58:43.873333333,Hè,,,
Lai Châu,Trung du miền núi Bắc Bộ,2025-07-22,22.766666666666666,25.87777777777778,20.91111111111111,26.788888888888888,30.099999999999998,24.311111111111114,25.744444444444444,25.744444444444444,0.0,21.666666666666668,92.55555555555556,8.211111111111112,38.922222222222224,11.634444444444444,997.7444444444445,100.0,21.422222222222224,0.0,2.296666666666667,22.3964,103.458,4.671111111111111,13.292222222222222,7,30,63,6,1970-01-21 06:59:22.400000000,1970-01-21 07:00:10.260000000,Hè,,,
Lai Châu,Trung du miền núi Bắc Bộ,2025-07-23,23.11111111111111,27.5,20.711111111111112,26.944444444444443,32.37777777777777,23.955555555555556,18.033333333333335,18.033333333333335,0.0,16.555555555555557,86.88888888888889,10.466666666666667,42.67777777777778,22.072222222222223,999.6999999999999,99.33333333333333,20.62222222222222,0.0,4.245555555555556,22.3964,103.458,11.365555555555556,13.28111111111111,7,30,63,63,1970-01-21 07:00:48.826666666,1970-01-21 07:01:36.640000000,Hè,,,
Lai Châu,Trung du miền núi Bắc Bộ,2025-07-24,22.077777777777776,24.977777777777778,20.377777777777776,26.08888888888889,29.244444444444444,24.144444444444446,21.977777777777778,21.977777777777778,0.0,18.77777777777778,92.44444444444444,5.644444444444444,23.633333333333333,14.603333333333333,1004.0333333333333,99.77777777777777,20.7,0.0,2.87,22.3964,103.458,6.871111111111111,13.266666666666666,7,30,63,80,1970-01-21 07:02:15.253333333,1970-01-21 07:03:03.013333333,Hè,,,
Lai Châu,Trung du miền núi Bắc Bộ,2025-07-25,21.844444444444445,25.322222222222223,20.066666666666666,25.866666666666667,29.966666666666665,23.677777777777777,25.955555555555556,25.955555555555556,0.0,22.77777777777778,93.44444444444444,5.288888888888889,24.577777777777776,14.236666666666666,1005.0111111111112,99.55555555555556,20.688888888888886,0.0,2.816666666666667,22.3964,103.458,5.54,13.253333333333334,7,30,63,234,1970-01-21 07:03:41.686666666,1970-01-21 07:04:29.386666666,Hè,,,
Lai Châu,Trung du miền núi Bắc Bộ,2025-07-26,21.355555555555554,23.655555555555555,19.855555555555554,25.322222222222223,27.866666666666664,23.266666666666666,33.988888888888894,33.988888888888894,0.0,22.77777777777778,95.11111111111111,4.222222222222222,19.644444444444446,10.898888888888889,1005.0555555555555,100.0,20.522222222222222,0.0,2.1455555555555557,22.3964,103.458,1.1444444444444446,13.241111111111111,7,30,63,217,1970-01-21 07:05:08.106666666,1970-01-21 07:05:55.760000000,Hè,,,
Lai Châu,Trung du miền núi Bắc Bộ,2025-07-27,22.22222222222222,26.366666666666667,19.655555555555555,26.133333333333336,31.244444444444444,22.966666666666665,9.044444444444444,9.044444444444444,0.0,13.666666666666666,89.0,7.7333333333333325,30.266666666666666,19.348888888888887,1004.3222222222222,98.44444444444444,20.22222222222222,0.0,3.71,22.3964,103.458,9.366666666666667,13.226666666666667,7,30,63,65,1970-01-21 07:06:34.526666666,1970-01-21 07:07:22.140000000,Hè,,,
Lai Châu,Trung du miền núi Bắc Bộ,2025-07-28,23.58888888888889,28.166666666666668,19.27777777777778,27.57777777777778,33.5,22.1,1.2111111111111112,1.2111111111111112,0.0,5.0,81.55555555555556,5.677777777777778,22.87777777777778,24.20111111111111,1002.9444444444445,34.666666666666664,19.977777777777778,0.0,4.774444444444445,22.3964,103.458,12.66,13.211111111111112,7,31,51,56,1970-01-21 07:08:00.946666666,1970-01-21 07:08:48.513333333,Hè,,,
Lai Châu,Trung du miền núi Bắc Bộ,2025-07-29,24.1,28.944444444444443,20.033333333333335,28.4,34.733333333333334,23.37777777777778,5.177777777777778,5.177777777777778,0.0,6.777777777777778,83.11111111111111,5.388888888888889,22.77777777777778,22.62,1002.0666666666667,54.55555555555556,20.833333333333332,0.0,4.532222222222222,22.3964,103.458,12.423333333333334,13.198888888888888,7,31,63,98,1970-01-21 07:09:27.373333333,1970-01-21 07:10:14.880000000,Hè,,,
Lai Châu,Trung du miền núi Bắc Bộ,2025-07-30,23.744444444444444,28.044444444444444,20.133333333333336,27.966666666666665,33.400000000000006,23.444444444444443,10.277777777777779,10.277777777777779,0.0,11.555555555555555,86.22222222222223,6.444444444444445,26.96666666666667,19.253333333333334,1002.7555555555555,95.11111111111111,21.133333333333333,0.0,3.856666666666667,22.3964,103.458,9.984444444444444,13.181111111111111,7,31,63,111,1970-01-21 07:10:53.806666666,1970-01-21 07:11:41.253333333,Hè,,,
